	Gene1	Gene2	Annotation	Direction	Score
7379	GOSR1	VTI1B	predicted	-	0.56
7380	GOSR2	NSF	complex; input	-	1
7381	GOSR2	RAB1B	complex; input	-	1
7382	GOSR2	STX5	complex; input; predicted	-	1
7383	GP1BA	ITGAM	complex; input	-	1
7384	GPATCH1	SYF2	predicted	-	0.64
7385	GPC1	HCK	activate	->	1
7386	GPC1	HSP90B1	PPrel: activation, indirect effect	->	1
7387	GPD2	SP3	expression regulated by	<-	1
7388	GPKOW	HNRNPA3	complex; input	-	1
7389	GPKOW	PRPF4	input	-	1
7390	GPKOW	SMNDC1	complex; input	-	1
7391	GPKOW	SNRNP40	complex; input	-	1
7392	GPKOW	SNW1	complex; input	-	1
7393	GPKOW	SRSF4	complex; input	-	1
7394	GPKOW	SRSF6	complex; input	-	1
7395	GPKOW	SYF2	complex; input	-	1
7396	GPR37	HSPA5	inhibited by	|-	1
7397	GPR37	PSAP	complex; input	-	1
7398	GPR37L1	HSPA5	inhibited by	|-	1
7399	GPR37L1	PSAP	complex; input	-	1
7400	GPSM1	PSAP	inhibite	-|	1
7401	GPSM3	PSAP	inhibite	-|	1
7402	GPX1	GPX4	predicted	-	0.92
7403	GPX1	PPP1CA	predicted	-	0.59
7404	GPX1	TFAP2C	expression regulated by	<-	1
7405	GPX7	P4HB	catalyze	->	1
7406	GPX8	P4HB	catalyze	->	1
7407	GRAP	PIK3C3	complex; input; reaction	-	1
7408	GRB2	HCK	activated by	<-	1
7409	GRB2	PIK3C3	complex; input; reaction	-	1
7410	GRB2	S100A9	predicted	-	0.64
7411	GRB2	SH3KBP1	catalyze; catalyzed by; complex; input	<->	1
7412	GRB2	SIRPA	complex; input	-	1
7413	GRB2	SLC25A5	predicted	-	0.98
7414	GRHL3	USF2	expression regulated by	<-	1
7415	GRIA1	NSF	catalyzed by	<-	1
7416	GRIA1	STX5	input	-	1
7417	GRIA2	NSF	catalyzed by	<-	1
7418	GRIA3	NSF	catalyzed by	<-	1
7419	GRIA4	NSF	catalyzed by	<-	1
7420	GRIK1	HTT	complex; input	-	1
7421	GRIK2	HTT	complex; input	-	1
7422	GRIK3	HTT	complex; input	-	1
7423	GRIK4	HTT	complex; input	-	1
7424	GRIK5	HTT	complex; input	-	1
7425	GRIN1	HTT	complex; input	-	1
7426	GRIN2A	HTT	complex; input	-	1
7427	GRIN2B	HTT	complex; input	-	1
7428	GRIN2C	HTT	complex; input	-	1
7429	GRIN2D	HTT	complex; input	-	1
7430	GRIN3A	HTT	complex; input	-	1
7431	GRIP1	NSF	catalyzed by	<-	1
7432	GRIP2	NSF	catalyzed by	<-	1
7433	GRN	NLK	predicted	-	0.64
7434	GRN	NTRK1	predicted	-	0.64
7435	GRN	PRKAB2	predicted	-	0.64
7436	GRN	SAV1	predicted	-	0.64
7437	GRN	SLPI	predicted	-	0.77
7438	GRN	SPRY2	predicted	-	0.64
7439	GRN	TAFA3	predicted	-	0.64
7440	GRN	TGFB1	predicted	-	0.98
7441	GRN	TNFRSF1B	predicted	-	0.77
7442	GRN	VHL	predicted	-	0.64
7443	GRP94C	HSP90B1	predicted	-	0.98
7444	GRP94C	RPS15A	predicted	-	0.6
7445	GRSF1	RPL18	activate	->	1
7446	GRSF1	RPL21	activate	->	1
7447	GRSF1	RPS15A	activate	->	1
7448	GRSF1	RPSA	activate	->	1
7449	GSK3A	HSP90B1	predicted	-	0.66
7450	GSK3A	SORL1	predicted	-	0.96
7451	GSK3A	UBR5	predicted	-	0.56
7452	GSK3B	HSP90B1	predicted	-	0.99
7453	GSK3B	POLR1C	activate	->	1
7454	GSK3B	RUNX2	complex; input	-	1
7455	GSK3B	SORL1	predicted	-	0.96
7456	GSK3B	UBR5	predicted	-	0.99
7457	GSPT1	RPL18	complex; input	-	1
7458	GSPT1	RPL21	complex; input	-	1
7459	GSPT1	RPS15A	complex; input	-	1
7460	GSPT1	RPSA	complex; input	-	1
7461	GSPT2	RPL18	complex; input	-	1
7462	GSPT2	RPL21	complex; input	-	1
7463	GSPT2	RPS15A	complex; input	-	1
7464	GSPT2	RPSA	complex; input	-	1
7465	GSTK1	HNRNPH3	predicted	-	0.64
7466	GSTO1	P4HB	predicted	-	0.64
7467	GTF2A1	INTS12	catalyze; complex; input	->	1
7468	GTF2A1	KAT5	complex; input	-	1
7469	GTF2A2	INTS12	catalyze; complex; input	->	1
7470	GTF2A2	KAT5	complex; input	-	1
7471	GTF2B	INTS12	catalyze; complex; input	->	1
7472	GTF2E1	INTS12	catalyze; complex; input	->	1
7473	GTF2E2	INTS12	catalyze; complex; input	->	1
7474	GTF2F1	HNRNPA3	complex; input	-	1
7475	GTF2F1	INTS12	catalyze; complex; input	->	1
7476	GTF2F1	PRPF4	complex; input	-	1
7477	GTF2F1	RNGTT	complex; input	-	1
7478	GTF2F1	RTF1	complex; input	-	1
7479	GTF2F1	SMNDC1	complex; input	-	1
7480	GTF2F1	SNRNP40	complex; input	-	1
7481	GTF2F1	SNW1	complex; input	-	1
7482	GTF2F1	SRSF4	complex; input	-	1
7483	GTF2F1	SRSF6	complex; input	-	1
7484	GTF2F1	SYF2	complex; input	-	1
7485	GTF2F2	HNRNPA3	complex; input	-	1
7486	GTF2F2	INTS12	catalyze; complex; input	->	1
7487	GTF2F2	POLR1C	predicted	-	0.66
7488	GTF2F2	PRPF4	complex; input	-	1
7489	GTF2F2	RNGTT	complex; input	-	1
7490	GTF2F2	RTF1	complex; input	-	1
7491	GTF2F2	SMNDC1	complex; input	-	1
7492	GTF2F2	SNRNP40	complex; input	-	1
7493	GTF2F2	SNW1	complex; input	-	1
7494	GTF2F2	SRSF4	complex; input	-	1
7495	GTF2F2	SRSF6	complex; input	-	1
7496	GTF2F2	SYF2	complex; input	-	1
7497	GTF2H1	POLR1C	complex; input	-	1
7498	GTF2H1	RNGTT	complex; input	-	1
7499	GTF2H1	RTF1	complex; input	-	1
7500	GTF2H1	USF2	expression regulated by	<-	1
7501	GTF2H2	POLR1C	complex; input	-	1
7502	GTF2H2	RNGTT	complex; input	-	1
7503	GTF2H2	RTF1	complex; input	-	1
7504	GTF2H2	USF2	expression regulated by	<-	1
7505	GTF2H3	POLR1C	complex; input	-	1
7506	GTF2H3	RNGTT	complex; input	-	1
7507	GTF2H3	RTF1	complex; input	-	1
7508	GTF2H4	POLR1C	complex; input	-	1
7509	GTF2H4	RNGTT	complex; input	-	1
7510	GTF2H4	RTF1	complex; input	-	1
7511	GTF2H5	POLR1C	complex; input	-	1
7512	GTF2H5	RNGTT	complex; input	-	1
7513	GTF2H5	RTF1	complex; input	-	1
7514	GTF2IRD1	PIAS1	predicted	-	0.64
7515	GTF3A	POLR1C	complex; input	-	1
7516	GTF3A	POLR3C	complex; input	-	1
7517	GTF3C1	POLR1C	complex; input	-	1
7518	GTF3C1	POLR3C	complex; input	-	1
7519	GTF3C2	POLR1C	complex; input	-	1
7520	GTF3C2	POLR3C	complex; input	-	1
7521	GTF3C3	POLR1C	complex; input	-	1
7522	GTF3C3	POLR3C	complex; input	-	1
7523	GTF3C4	POLR1C	complex; input	-	1
7524	GTF3C4	POLR3C	complex; input	-	1
7525	GTF3C5	POLR1C	complex; input	-	1
7526	GTF3C5	POLR3C	complex; input	-	1
7527	GTF3C6	POLR1C	complex; input	-	1
7528	GTF3C6	POLR3C	complex; input	-	1
7529	GTPBP4	NOP2	predicted	-	1
7530	GTPBP4	RPL18	predicted	-	0.73
7531	H2AFX	HSP90B1	predicted	-	0.73
7532	H2AFX	HSPA5	predicted	-	0.64
7533	H2AFX	HUWE1	predicted	-	0.73
7534	H2AFX	KAT5	complex; input	-	1
7535	H2AFX	KRR1	predicted	-	0.73
7536	H2BC1	RTF1	complex; input	-	1
7537	H2BC11	RTF1	complex; input	-	1
7538	H2BC12	RTF1	complex; input	-	1
7539	H2BC13	RTF1	complex; input	-	1
7540	H2BC14	RTF1	complex; input	-	1
7541	H2BC15	RTF1	complex; input	-	1
7542	H2BC4	RTF1	complex; input	-	1
7543	H3-3A	KMT2A	complex; inhibit; input; reaction	-|	1
7544	H3-3A	PKN1	complex; input	-	1
7545	H3-3A	POLR1C	activate; catalyzed by	<->	1
7546	H3C1	KMT2A	complex; inhibit; input; reaction	-|	1
7547	H3C1	PKN1	complex; input	-	1
7548	H3C1	POLR1C	activate; catalyzed by	<->	1
7549	H4C1	KAT5	catalyzed by; complex; input; predicted	<-	1
7550	H4C1	KMT2A	complex; inhibit; input; reaction	-|	1
7551	H4C1	PADI4	predicted	-	0.64
7552	H4C1	PKN1	complex; input	-	1
7553	H4C1	POLR1C	activate; catalyzed by	<->	1
7554	HAND1	RUNX2	predicted	-	0.54
7555	HAND2	RUNX2	complex; input	-	1
7556	HAP1	HTT	complex; input	-	1
7557	HAP1	SORL1	predicted	-	0.54
7558	HAPLN1	MMP9	predicted	-	0.64
7559	HAUS1	RALB	predicted	-	0.64
7560	HAUS4	RALB	predicted	-	0.64
7561	HAX1	HSPA5	predicted	-	0.64
7562	HBA1	HP	complex; input	-	1
7563	HBB	HP	complex; input	-	1
7564	HBEGF	MMP9	PPrel: activated by; activated by	<-	1
7565	HBEGF	SH3KBP1	complex; input	-	1
7566	HCCS1	STX5	predicted	-	0.6
7567	HCK	HRAS	activate	->	1
7568	HCK	IGHG1	catalyze	->	1
7569	HCK	IGHG2	catalyze	->	1
7570	HCK	IGHG3	catalyze	->	1
7571	HCK	IGHG4	catalyze	->	1
7572	HCK	IGHV	catalyze	->	1
7573	HCK	IGHV1-2	catalyze	->	1
7574	HCK	IGHV1-46	catalyze	->	1
7575	HCK	IGHV1-69	catalyze	->	1
7576	HCK	IGHV2-5	catalyze	->	1
7577	HCK	IGHV2-70	catalyze	->	1
7578	HCK	IGHV3-11	catalyze	->	1
7579	HCK	IGHV3-13	catalyze	->	1
7580	HCK	IGHV3-23	catalyze	->	1
7581	HCK	IGHV3-30	catalyze	->	1
7582	HCK	IGHV3-33	catalyze	->	1
7583	HCK	IGHV3-48	catalyze	->	1
7584	HCK	IGHV3-53	catalyze	->	1
7585	HCK	IGHV3-7	catalyze	->	1
7586	HCK	IGHV3-9	catalyze	->	1
7587	HCK	IGHV4-34	catalyze	->	1
7588	HCK	IGHV4-39	catalyze	->	1
7589	HCK	IGHV4-59	catalyze	->	1
7590	HCK	IGHV7-81	catalyze	->	1
7591	HCK	IGKC	catalyze	->	1
7592	HCK	IGKV1-12	catalyze	->	1
7593	HCK	IGKV1-16	catalyze	->	1
7594	HCK	IGKV1-17	catalyze	->	1
7595	HCK	IGKV1-33	catalyze	->	1
7596	HCK	IGKV1-39	catalyze	->	1
7597	HCK	IGKV1-5	catalyze	->	1
7598	HCK	IGKV1D-12	catalyze	->	1
7599	HCK	IGKV1D-16	catalyze	->	1
7600	HCK	IGKV2-29	catalyze	->	1
7601	HCK	IGKV2-30	catalyze	->	1
7602	HCK	IGKV2D-28	catalyze	->	1
7603	HCK	IGKV2D-30	catalyze	->	1
7604	HCK	IGKV2D-40	catalyze	->	1
7605	HCK	IGKV3-11	catalyze	->	1
7606	HCK	IGKV3-15	catalyze	->	1
7607	HCK	IGKV3-20	catalyze	->	1
7608	HCK	IGKV3D-20	catalyze	->	1
7609	HCK	IGKV4-1	catalyze	->	1
7610	HCK	IGKV5-2	catalyze	->	1
7611	HCK	IGLC1	catalyze	->	1
7612	HCK	IGLC2	catalyze	->	1
7613	HCK	IGLC3	catalyze	->	1
7614	HCK	IGLC6	catalyze	->	1
7615	HCK	IGLC7	catalyze	->	1
7616	HCK	IGLV	catalyze	->	1
7617	HCK	IGLV1-40	catalyze	->	1
7618	HCK	IGLV1-44	catalyze	->	1
7619	HCK	IGLV1-47	catalyze	->	1
7620	HCK	IGLV1-51	catalyze	->	1
7621	HCK	IGLV2-11	catalyze	->	1
7622	HCK	IGLV2-14	catalyze	->	1
7623	HCK	IGLV2-23	catalyze	->	1
7624	HCK	IGLV2-8	catalyze	->	1
7625	HCK	IGLV3-1	catalyze	->	1
7626	HCK	IGLV3-19	catalyze	->	1
7627	HCK	IGLV3-21	catalyze	->	1
7628	HCK	IGLV3-25	catalyze	->	1
7629	HCK	IGLV3-27	catalyze	->	1
7630	HCK	IGLV6-57	catalyze	->	1
7631	HCK	IGLV7-43	catalyze	->	1
7632	HCK	IL6	complex; input	-	1
7633	HCK	IL6R	complex; input	-	1
7634	HCK	IL6ST	complex; input	-	1
7635	HCK	ITGAM	complex; input	-	1
7636	HCK	ITGB2	complex; input	-	1
7637	HCK	ITK	PPrel: activation; complex; input	->	1
7638	HCK	JAK1	complex; input	-	1
7639	HCK	JAK2	reaction	-	1
7640	HCK	LAT	complex	-	1
7641	HCK	LMO4	complex; input	-	1
7642	HCK	MAPK11	activate	->	1
7643	HCK	MAPK14	activate	->	1
7644	HCK	NGEF	activate	->	1
7645	HCK	PDGFB	activated by; complex; input; reaction	<-	1
7646	HCK	PDGFRB	activated by; complex; input; reaction	<-	1
7647	HCK	PIK3CA	PPrel: activation, phosphorylation	->	1
7648	HCK	PIK3CA VARIANT PROTEIN	PPrel: activation, phosphorylation	->	1
7649	HCK	PIK3CB	PPrel: activation, phosphorylation	->	1
7650	HCK	PIK3CD	PPrel: activation, phosphorylation	->	1
7651	HCK	PIK3CG	PPrel	-	1
7652	HCK	PIK3R1	PPrel: activation, phosphorylation	->	1
7653	HCK	PIK3R2	PPrel: activation, phosphorylation	->	1
7654	HCK	PIK3R3	PPrel: activation, phosphorylation	->	1
7655	HCK	PIK3R5	PPrel	-	1
7656	HCK	PIK3R6	PPrel	-	1
7657	HCK	PLCG1	complex; input	-	1
7658	HCK	PLCG2	complex; input	-	1
7659	HCK	PRKCD	activate	->	1
7660	HCK	PTK2	PPrel: activation, phosphorylation; activate	->	1
7661	HCK	PTK2B	PPrel: activation, phosphorylation; activated by	<->	1
7662	HCK	PTPN11	activate	->	1
7663	HCK	PTPN13	activated by	<-	1
7664	HCK	PTPRC	PPrel: activated by, dephosphorylation	<-	1
7665	HCK	PXN	activate	->	1
7666	HCK	RASA1	complex; input	-	1
7667	HCK	RGS1	activate; inhibited by	|->	1
7668	HCK	S1PR1	activated by	<-	1
7669	HCK	SHC1	PPrel: activation	->	1
7670	HCK	SHC2	PPrel: activation	->	1
7671	HCK	SHC3	PPrel: activation	->	1
7672	HCK	SHC4	PPrel: activation	->	1
7673	HCK	SLA	inhibited by	|-	1
7674	HCK	SNCA	activate	->	1
7675	HCK	SOS1	activate	->	1
7676	HCK	STAT3	activate	->	1
7677	HCK	SYK	complex	-	1
7678	HCK	TDGF1	activated by	<-	1
7679	HCK	TRPV6	activate	->	1
7680	HCK	V1-11	catalyze	->	1
7681	HCK	V1-13	catalyze	->	1
7682	HCK	V1-16	catalyze	->	1
7683	HCK	V1-20	catalyze	->	1
7684	HCK	V1-3	catalyze	->	1
7685	HCK	V1-5	catalyze	->	1
7686	HCK	V1-7	catalyze	->	1
7687	HCK	V1-9	catalyze	->	1
7688	HCK	V2-11	catalyze	->	1
7689	HCK	V2-15	catalyze	->	1
7690	HCK	V2-17	catalyze	->	1
7691	HCK	V2-19	catalyze	->	1
7692	HCK	V2-8	catalyze	->	1
7693	HCK	V3-2	catalyze	->	1
7694	HCK	V3-3	catalyze	->	1
7695	HCK	V3-4	catalyze	->	1
7696	HCK	V4-1	catalyze	->	1
7697	HCK	V4-2	catalyze	->	1
7698	HCK	V4-6	catalyze	->	1
7699	HCK	V5-1	catalyze	->	1
7700	HCK	V5-4	catalyze	->	1
7701	HCK	V5-6	catalyze	->	1
7702	HCK	VAV2	activate	->	1
7703	HCK	WAS	predicted	-	0.54
7704	HCK	WASL	predicted	-	0.54
7705	HCK	ZAP70	complex	-	1
7706	HDAC1	KAT5	activated by; inhibit	<-|	1
7707	HDAC1	KMT2A	activated by; inhibite	<-|	1
7708	HDAC1	PADI4	predicted	-	0.64
7709	HDAC1	RCOR1	complex; input	-	1
7710	HDAC1	SNW1	complex; input	-	1
7711	HDAC1	SP3	predicted	-	0.99
7712	HDAC10	SNW1	complex; input	-	1
7713	HDAC2	HUWE1	predicted	-	0.64
7714	HDAC2	PADI4	predicted	-	0.64
7715	HDAC2	RCOR1	complex; input	-	1
7716	HDAC2	SP3	complex; reaction	-	1
7717	HDAC3	PIAS1	predicted	-	0.54
7718	HDAC3	RCOR1	predicted	-	0.64
7719	HDAC3	RUNX2	activated by; complex; input	<-	1
7720	HDAC3	SNW1	complex; input	-	1
7721	HDAC4	NDC1	catalyzed by	<-	1
7722	HDAC4	RUNX2	complex; input	-	1
7723	HDAC5	RUNX2	predicted	-	0.54
7724	HDAC5	SNW1	complex; input	-	1
7725	HDAC6	HSP90B1	predicted	-	0.77
7726	HDAC6	HSPA5	predicted	-	0.64
7727	HDAC6	RUNX2	complex; input	-	1
7728	HDAC7	SNW1	complex; input	-	1
7729	HDAC9	SNW1	complex; input	-	1
7730	HEATR1	KRR1	activate; complex; input	->	1
7731	HEATR1	RPS15A	reaction	-	1
7732	HECTD2	HUWE1	catalyze; catalyzed by; input	<->	1
7733	HEL-S-275	WASF2	complex	-	1
7734	HEL-S-290	STX5	predicted	-	1
7735	HEL-S-73	HSP90B1	predicted	-	0.66
7736	HERC2	KAT5	complex; input	-	1
7737	HERC5	HUWE1	catalyze; catalyzed by; input	<->	1
7738	HERC6	HUWE1	catalyze; catalyzed by; input	<->	1
7739	HERPUD1	TOLLIP	predicted	-	0.98
7740	HES1	RUNX2	complex; input	-	1
7741	HESX1	PIAS1	predicted	-	0.54
7742	HEY1	RUNX2	complex; input	-	1
7743	HEY2	RUNX2	complex; input	-	1
7744	HGF	SH3KBP1	activated by; complex; input	<-	1
7745	HGS	SH3KBP1	complex; input	-	1
7746	HIC1	PIAS1	catalyzed by	<-	1
7747	HIF1A	HSP90B1	expression regulates	->	1
7748	HIF1A	PDK1	GErel: expression	->	1
7749	HIKESHI	NDC1	catalyzed by	<-	1
7750	HIP1	HTT	complex; input	-	1
7751	HIP1	IGF2R	complex; input	-	1
7752	HIP1	SH3KBP1	complex; input	-	1
7753	HIP1	VAMP8	complex; input	-	1
7754	HIP1R	IGF2R	complex; input	-	1
7755	HIP1R	SH3KBP1	complex; input	-	1
7756	HIP1R	VAMP8	complex; input	-	1
7757	HIST1H2BB	RTF1	complex; input	-	1
7758	HIST1H2BD	RTF1	complex; input	-	1
7759	HIST1H2BH	RTF1	complex; input	-	1
7760	HIST1H2BO	RTF1	complex; input	-	1
7761	HIST2H2BE	HUWE1	predicted	-	0.73
7762	HIST2H3A	KMT2A	complex; inhibite; input; reaction	-|	1
7763	HIST2H3A	PADI4	predicted	-	0.64
7764	HIST2H3A	PKN1	complex; input	-	1
7765	HIST2H3A	POLR1C	activate; catalyzed by	<->	1
7766	HIST3H2BB	HUWE1	predicted	-	0.73
7767	HIST3H3	KAT5	catalyzed by; complex; input	<-	1
7768	HIST3H3	PADI4	predicted	-	0.64
7769	HIVEP3	RUNX2	complex; input	-	1
7770	HLA-A	NCF4	predicted	-	0.65
7771	HLA-A	VAMP8	input	-	1
7772	HLA-B	VAMP8	input	-	1
7773	HLA-C	VAMP8	input	-	1
7774	HLA-DRA	TLR2	predicted	-	0.64
7775	HLA-E	VAMP8	input	-	1
7776	HLA-F	VAMP8	input	-	1
7777	HLA-G	NCF4	predicted	-	0.65
7778	HLA-G	VAMP8	input	-	1
7779	HLA-H	VAMP8	input	-	1
7780	HLCS	MCCC2	catalyze	->	1
7781	HLTF	SP3	predicted	-	0.64
7782	HMBOX1	KAT5	predicted	-	0.64
7783	HMBOX1	SNW1	predicted	-	0.64
7784	HMBS	SP1	expression regulated by	<-	1
7785	HMG20A	RCOR1	predicted	-	0.64
7786	HMG20B	RCOR1	complex; input	-	1
7787	HMGA1	NDC1	complex; input	-	1
7788	HMGA2	SP3	expression regulated by	<-	1
7789	HMGB1	HTT	predicted	-	0.64
7790	HMGB1	ITGAM	complex; input	-	1
7791	HMGB1	TLR2	complex; input	-	1
7792	HMGB1P1	TLR2	predicted	-	0.54
7793	HMGCL	MCCC2	predicted	-	0.64
7794	HMOX1	STX5	catalyze; catalyzed by; input	<->	1
7795	HMOX1	USF2	expression regulated by	<-	1
7796	HNRNPA0	HNRNPA3	complex; input	-	1
7797	HNRNPA0	PRPF4	complex; input	-	1
7798	HNRNPA0	SMNDC1	complex; input	-	1
7799	HNRNPA0	SNRNP40	complex; input	-	1
7800	HNRNPA0	SNW1	complex; input	-	1
7801	HNRNPA0	SRSF4	complex; input	-	1
7802	HNRNPA0	SRSF6	complex; input	-	1
7803	HNRNPA0	SYF2	complex; input	-	1
7804	HNRNPA1	HNRNPA3	complex; input	-	1
7805	HNRNPA1	HNRNPH3	predicted	-	0.98
7806	HNRNPA1	HSPA5	predicted	-	0.64
7807	HNRNPA1	PRPF4	complex; input	-	1
7808	HNRNPA1	RBM7	predicted	-	0.98
7809	HNRNPA1	RPL21	predicted	-	0.99
7810	HNRNPA1	RPS15A	predicted	-	0.58
7811	HNRNPA1	SMNDC1	complex; input	-	1
7812	HNRNPA1	SNRNP40	complex; input	-	1
7813	HNRNPA1	SNW1	complex; input	-	1
7814	HNRNPA1	SRSF4	complex; input	-	1
7815	HNRNPA1	SRSF6	complex; input	-	1
7816	HNRNPA1	SYF2	complex; input	-	1
7817	HNRNPA2B1	HNRNPA3	complex; input	-	1
7818	HNRNPA2B1	PRPF4	complex; input	-	1
7819	HNRNPA2B1	SMNDC1	complex; input	-	1
7820	HNRNPA2B1	SNRNP40	complex; input	-	1
7821	HNRNPA2B1	SNW1	complex; input	-	1
7822	HNRNPA2B1	SRSF4	complex; input	-	1
7823	HNRNPA2B1	SRSF6	complex; input	-	1
7824	HNRNPA2B1	SYF2	complex; input	-	1
7825	HNRNPA3	HNRNPAB	predicted	-	0.92
7826	HNRNPA3	HNRNPC	complex; input	-	1
7827	HNRNPA3	HNRNPD	complex; input	-	1
7828	HNRNPA3	HNRNPDL	predicted	-	1
7829	HNRNPA3	HNRNPF	complex; input	-	1
7830	HNRNPA3	HNRNPH1	complex; input	-	1
7831	HNRNPA3	HNRNPH2	complex; input	-	1
7832	HNRNPA3	HNRNPH3	predicted	-	0.98
7833	HNRNPA3	HNRNPK	complex; input	-	1
7834	HNRNPA3	HNRNPL	complex; input	-	1
7835	HNRNPA3	HNRNPM	complex; input	-	1
7836	HNRNPA3	HNRNPR	complex; input	-	1
7837	HNRNPA3	HNRNPU	complex; input	-	1
7838	HNRNPA3	HNRNPUL1	complex; input	-	1
7839	HNRNPA3	HSP90B1	predicted	-	0.59
7840	HNRNPA3	HSPA8	complex; input	-	1
7841	HNRNPA3	ISY1	complex; input	-	1
7842	HNRNPA3	JUND	expression regulated by	<-	1
7843	HNRNPA3	KTN1	predicted	-	0.59
7844	HNRNPA3	LSM2	complex; input	-	1
7845	HNRNPA3	LSM3	complex; input	-	1
7846	HNRNPA3	LSM4	complex; input	-	1
7847	HNRNPA3	LSM5	complex; input	-	1
7848	HNRNPA3	LSM6	complex; input	-	1
7849	HNRNPA3	LSM7	complex; input	-	1
7850	HNRNPA3	LSM8	complex; input	-	1
7851	HNRNPA3	LUC7L3	predicted	-	0.59
7852	HNRNPA3	MAGOH	complex; input	-	1
7853	HNRNPA3	MAGOHB	complex; input	-	1
7854	HNRNPA3	MAP3K7	predicted	-	0.59
7855	HNRNPA3	MATR3	predicted	-	0.59
7856	HNRNPA3	NAE1	predicted	-	0.59
7857	HNRNPA3	NAP1L1	predicted	-	0.59
7858	HNRNPA3	NCBP1	complex; input	-	1
7859	HNRNPA3	NCBP2	complex; input	-	1
7860	HNRNPA3	NCL	predicted	-	0.92
7861	HNRNPA3	NONO	predicted	-	0.92
7862	HNRNPA3	NPM1	predicted	-	0.59
7863	HNRNPA3	NUDT21	complex; input	-	1
7864	HNRNPA3	PABPN1	complex; input	-	1
7865	HNRNPA3	PAPOLA	complex; input	-	1
7866	HNRNPA3	PCBP1	complex; input	-	1
7867	HNRNPA3	PCBP2	complex; input	-	1
7868	HNRNPA3	PCF11	complex; input	-	1
7869	HNRNPA3	PHF5A	complex; input	-	1
7870	HNRNPA3	PLRG1	complex; input	-	1
7871	HNRNPA3	PNN	predicted	-	0.65
7872	HNRNPA3	POLR2A	complex; input	-	1
7873	HNRNPA3	POLR2B	complex; input	-	1
7874	HNRNPA3	POLR2C	complex; input	-	1
7875	HNRNPA3	POLR2D	complex; input	-	1
7876	HNRNPA3	POLR2E	complex; input	-	1
7877	HNRNPA3	POLR2F	complex; input	-	1
7878	HNRNPA3	POLR2G	complex; input	-	1
7879	HNRNPA3	POLR2H	complex; input	-	1
7880	HNRNPA3	POLR2I	complex; input	-	1
7881	HNRNPA3	POLR2J	complex; input	-	1
7882	HNRNPA3	POLR2K	complex; input	-	1
7883	HNRNPA3	POLR2L	complex; input	-	1
7884	HNRNPA3	PPIE	complex; input	-	1
7885	HNRNPA3	PPIH	complex; input	-	1
7886	HNRNPA3	PPIL1	complex; input	-	1
7887	HNRNPA3	PPWD1	complex; input	-	1
7888	HNRNPA3	PQBP1	complex; input	-	1
7889	HNRNPA3	PRCC	complex; input	-	1
7890	HNRNPA3	PRPF19	complex; input	-	1
7891	HNRNPA3	PRPF3	complex; input	-	1
7892	HNRNPA3	PRPF31	complex; input	-	1
7893	HNRNPA3	PRPF38A	complex; input	-	1
7894	HNRNPA3	PRPF4	complex; input	-	1
7895	HNRNPA3	PRPF40A	complex; input	-	1
7896	HNRNPA3	PRPF4B	predicted	-	0.92
7897	HNRNPA3	PRPF6	complex; input	-	1
7898	HNRNPA3	PRPF8	complex; input	-	1
7899	HNRNPA3	PTBP1	complex; input	-	1
7900	HNRNPA3	PUF60	complex; input	-	1
7901	HNRNPA3	RBM17	complex; input	-	1
7902	HNRNPA3	RBM22	complex; input	-	1
7903	HNRNPA3	RBM39	predicted	-	0.97
7904	HNRNPA3	RBM5	complex; input	-	1
7905	HNRNPA3	RBM8A	complex; input	-	1
7906	HNRNPA3	RBMX	complex; input	-	1
7907	HNRNPA3	RNPS1	complex; input	-	1
7908	HNRNPA3	SART1	complex; input	-	1
7909	HNRNPA3	SART3	predicted	-	0.92
7910	HNRNPA3	SF1	complex; input	-	1
7911	HNRNPA3	SF3A1	complex; input	-	1
7912	HNRNPA3	SF3A2	complex; input	-	1
7913	HNRNPA3	SF3A3	complex; input	-	1
7914	HNRNPA3	SF3B1	complex; input	-	1
7915	HNRNPA3	SF3B2	complex; input	-	1
7916	HNRNPA3	SF3B3	complex; input	-	1
7917	HNRNPA3	SF3B4	complex; input	-	1
7918	HNRNPA3	SF3B5	complex; input	-	1
7919	HNRNPA3	SF3B6	complex; input	-	1
7920	HNRNPA3	SFPQ	predicted	-	1
7921	HNRNPA3	SLU7	input	-	1
7922	HNRNPA3	SMAD2	predicted	-	0.58
7923	HNRNPA3	SMNDC1	complex; input	-	1
7924	HNRNPA3	SNRNP200	complex; input	-	1
7925	HNRNPA3	SNRNP27	complex; input	-	1
7926	HNRNPA3	SNRNP40	complex; input	-	1
7927	HNRNPA3	SNRNP70	complex; input	-	1
7928	HNRNPA3	SNRPA	complex; input	-	1
7929	HNRNPA3	SNRPA1	complex; input	-	1
7930	HNRNPA3	SNRPB	complex; input	-	1
7931	HNRNPA3	SNRPB2	complex; input	-	1
7932	HNRNPA3	SNRPC	complex; input	-	1
7933	HNRNPA3	SNRPD1	complex; input	-	1
7934	HNRNPA3	SNRPD2	complex; input	-	1
7935	HNRNPA3	SNRPD3	complex; input	-	1
7936	HNRNPA3	SNRPE	complex; input	-	1
7937	HNRNPA3	SNRPF	complex; input	-	1
7938	HNRNPA3	SNRPG	complex; input	-	1
7939	HNRNPA3	SNRPN	complex; input	-	1
7940	HNRNPA3	SNU13	complex; input	-	1
